paper_id,title,gap_coverage,gap_volume,contrast_coverage,contrast_volume,synthesis_coverage,synthesis_volume,scope_exists,contribution_exists,reference_topic_coverage,citations_per_topic,topic_count,accepted,integrity_internal,integrity_factual,integrity_taxonomy,integrity_argument,risk_gap,risk_contrast,risk_synthesis,risk_scope,risk_reference,calibrated_cap,integrity_count,integrity_cap,final_score
4,Causal Reinforcement Learning: A Survey,0.0980392156862745,0.2352941176470588,0.5294117647058824,1.1764705882352942,0.1372549019607843,0.196078431372549,1.0,1.0,0.6862745098039216,3.2549019607843137,51.0,1,2.0,7.0,0.0,2.0,0.2590059279525767,0.0,0.11764705882352922,0.0,0.04280516689863989,74.09940720474233,11.0,0.0,0.0
5,A Survey on Verifiable Cross-Silo Federated Learning,0.0714285714285714,0.1428571428571428,0.4642857142857143,1.1071428571428572,0.1071428571428571,0.1428571428571428,1.0,1.0,0.6428571428571429,1.8928571428571428,28.0,1,2.0,0.0,0.0,0.0,0.4601328903654489,0.09873949579831931,0.31122448979591844,0.0,0.10336239103362388,53.98671096345511,2.0,80.0,53.98671096345511
10,On AI-centered Retrosynthetic Planning: a Survey,0.2307692307692307,0.5384615384615384,0.6923076923076923,2.076923076923077,0.0769230769230769,0.0769230769230769,1.0,1.0,0.7692307692307693,3.3076923076923075,13.0,0,2.0,16.0,0.0,1.0,0.0,0.0,0.5054945054945055,0.0,0.0,49.45054945054945,19.0,0.0,0.0
11,On permutation-invariant neural networks: A survey,0.1,0.12,0.3,0.38,0.04,0.04,1.0,1.0,0.68,2.18,50.0,0,3.0,4.0,0.0,1.0,0.3860393761186397,0.44407407407407407,0.7428571428571428,0.0,0.051556662515566565,25.714285714285722,8.0,20.0,20.0
12,Deep Multimodal Learning with Missing Modality: A Survey,0.0392156862745098,0.0392156862745098,0.3529411764705882,0.5686274509803921,0.1176470588235294,0.1176470588235294,1.0,1.0,0.6862745098039216,3.156862745098039,51.0,1,1.0,0.0,0.0,0.0,0.7993592732413856,0.31487889273356406,0.24369747899159644,0.0,0.04280516689863989,20.064072675861443,1.0,90.0,20.064072675861443
13,A Survey on Transformers in Reinforcement Learning,0.1363636363636363,0.2727272727272727,0.5909090909090909,1.181818181818182,0.0454545454545454,0.0454545454545454,1.0,1.0,0.6818181818181818,4.136363636363637,22.0,1,0.0,6.0,0.0,3.0,0.0,0.0,0.7077922077922081,0.0,0.049020717762934485,29.220779220779193,9.0,10.0,10.0
15,Adaptive Physics-informed Neural Networks: A Survey,0.1818181818181818,0.2954545454545454,0.5227272727272727,1.1590909090909092,0.1136363636363636,0.1818181818181818,1.0,1.0,0.5909090909090909,1.0,44.0,1,0.0,1.0,0.0,1.0,0.0,0.0,0.26948051948051943,0.0,0.4685486926866237,53.14513073133763,2.0,80.0,53.14513073133763
16,Survey of Scientific Rigor Studied in Machine Learning,0.0,0.0,0.1851851851851851,0.3333333333333333,0.1851851851851851,0.2592592592592592,1.0,1.0,0.5185185185185185,2.703703703703704,27.0,0,1.0,0.0,0.0,1.0,1.0,0.6405228758169936,0.0,0.0,0.2767861261011947,0.0,2.0,80.0,0.0
17,"Provably Safe Reinforcement Learning: Conceptual Analysis, Survey, and Benchmarking",0.1714285714285714,0.2571428571428571,0.3714285714285714,0.7428571428571429,0.0571428571428571,0.0571428571428571,1.0,1.0,0.6,2.3142857142857145,35.0,1,0.0,1.0,0.0,3.0,0.0,0.2789915966386556,0.6326530612244899,0.0,0.1631382316313823,36.734693877551,4.0,60.0,36.734693877551
19,A Survey of Model Architectures in Information Retrieval,0.1341463414634146,0.1951219512195122,0.4390243902439024,0.7317073170731707,0.0609756097560975,0.0609756097560975,1.0,0.0,0.8292682926829268,3.951219512195122,82.0,1,0.0,2.0,0.0,0.0,0.0016900424693327976,0.14777618364418943,0.6080139372822302,0.0,0.0,39.19860627177698,2.0,80.0,39.19860627177698
22,Large Language Model-Brained GUI Agents: A Survey,0.1428571428571428,0.1753246753246753,0.2467532467532467,0.3441558441558441,0.1818181818181818,0.2272727272727272,1.0,1.0,0.3311688311688311,0.8376623376623377,154.0,1,2.0,0.0,0.0,1.0,0.10297960796554517,0.5210084033613447,0.0,0.0,0.5548232555621717,44.51767444378283,3.0,70.0,44.51767444378283
23,Augmented Language Models: a Survey,0.0606060606060606,0.0606060606060606,0.5151515151515151,0.9696969696969696,0.1212121212121212,0.1818181818181818,1.0,0.0,0.7878787878787878,3.909090909090909,33.0,1,0.0,1.0,0.0,0.0,0.6899188768275959,0.0,0.22077922077922063,0.0,0.0,31.00811231724041,1.0,90.0,31.00811231724041
24,Unifying VXAI: A Systematic Review and Framework for the Evaluation of Explainable AI,0.0862068965517241,0.0862068965517241,0.5344827586206896,1.1896551724137931,0.1551724137931034,0.2068965517241379,1.0,1.0,0.6206896551724138,4.0344827586206895,58.0,1,0.0,0.0,0.0,1.0,0.5589363334185632,0.0,0.0024630541871920597,0.0,0.13428092927384372,44.10636665814368,1.0,90.0,44.10636665814368
25,Discrete Audio Tokens: More Than a Survey!,0.0845070422535211,0.1126760563380281,0.3661971830985915,0.5915492957746479,0.1549295774647887,0.1830985915492957,1.0,1.0,0.6056338028169014,1.732394366197183,71.0,1,0.0,3.0,0.0,5.0,0.4235111512851081,0.2891466445733224,0.004024144869215207,0.0,0.15528037465139533,57.648884871489194,8.0,20.0,20.0
26,A Comprehensive Survey on Knowledge Distillation,0.0769230769230769,0.0879120879120879,0.3406593406593406,0.4945054945054945,0.1318681318681318,0.1318681318681318,1.0,0.0,0.7032967032967034,3.725274725274725,91.0,1,0.0,0.0,0.0,0.0,0.5502119971565127,0.3387201034259858,0.1522762951334382,0.0,0.019063128652169636,44.97880028434873,0.0,100.0,44.97880028434873
27,Augmented Vision-Language Models: A Systematic Review,0.1785714285714285,0.2142857142857142,0.125,0.1607142857142857,0.0,0.0,1.0,0.0,0.5,2.0535714285714284,56.0,1,2.0,1.0,0.0,2.0,0.0,0.7648809523809523,1.0,0.0,0.3026151930261519,0.0,5.0,50.0,0.0
28,A Survey of Reinforcement Learning from Human Feedback,0.0760869565217391,0.1521739130434782,0.5217391304347826,1.2391304347826086,0.0652173913043478,0.0760869565217391,1.0,1.0,0.7391304347826086,3.1847826086956523,92.0,1,0.0,5.0,0.0,0.0,0.4249241658240651,0.0,0.5807453416149069,0.0,0.0,41.92546583850931,5.0,50.0,41.92546583850931
30,Personalization of Large Language Models: A Survey,0.1011235955056179,0.2022471910112359,0.3370786516853932,0.6404494382022472,0.1235955056179775,0.1573033707865168,1.0,1.0,0.449438202247191,2.438202247191011,89.0,1,1.0,0.0,0.0,2.0,0.2356937548993998,0.3456708526107073,0.2054574638844301,0.0,0.3731372521583388,62.686274784166116,3.0,70.0,62.686274784166116
31,Memorisation in Machine Learning: A Survey of Results,0.0952380952380952,0.119047619047619,0.5952380952380952,1.4761904761904765,0.238095238095238,0.3095238095238095,1.0,1.0,0.5476190476190477,2.9047619047619047,42.0,1,2.0,1.0,0.0,3.0,0.39091207948277773,0.0,0.0,0.0,0.2361975923619759,60.90879205172223,6.0,40.0,40.0
32,Video Diffusion Models: A Survey,0.1206896551724138,0.1551724137931034,0.4137931034482758,0.7931034482758621,0.0517241379310344,0.0689655172413793,1.0,1.0,0.7068965517241379,1.8448275862068968,58.0,1,3.0,0.0,0.0,0.0,0.2060854001534137,0.1967545638945234,0.6674876847290645,0.0,0.019563967542564176,33.25123152709355,3.0,70.0,33.25123152709355
33,GANs Class-Conditioning Methods: A Survey,0.1333333333333333,0.1333333333333333,0.3666666666666666,0.5,0.1666666666666666,0.3,1.0,1.0,0.6333333333333333,1.7,30.0,0,1.0,1.0,0.0,1.0,0.3178215290207109,0.28823529411764715,0.0,0.0,0.11664591116645917,68.21784709792891,3.0,70.0,68.21784709792891
34,A Survey on Out-of-Distribution Detection in NLP,0.1111111111111111,0.2222222222222222,0.2962962962962963,0.5925925925925926,0.1111111111111111,0.1111111111111111,1.0,1.0,0.7037037037037037,2.888888888888889,27.0,1,3.0,0.0,0.0,2.0,0.16020671834625355,0.4248366013071896,0.2857142857142855,0.0,0.01849545685162124,57.51633986928104,5.0,50.0,50.0
35,Conditional Image Synthesis with Diffusion Models: A Survey,0.015625,0.03125,0.375,0.5,0.015625,0.015625,1.0,1.0,0.71875,2.25,64.0,1,1.0,2.0,0.0,1.0,0.8819040697674418,0.2720588235294118,0.8995535714285714,0.0,0.0,10.044642857142861,4.0,60.0,10.044642857142861
36,A Survey on Fairness Without Demographics,0.1041666666666666,0.125,0.5833333333333334,1.5625,0.125,0.125,1.0,1.0,0.7916666666666666,2.395833333333333,48.0,1,6.0,9.0,1.0,0.0,0.3604576834569164,0.0,0.19642857142857117,0.0,0.0,63.95423165430836,16.0,0.0,0.0
38,Automated Design of Metaheuristic Algorithms: A Survey,0.0975609756097561,0.1219512195121951,0.1951219512195122,0.2439024390243902,0.073170731707317,0.0975609756097561,1.0,1.0,0.5365853658536586,2.975609756097561,41.0,1,0.0,3.0,0.0,0.0,0.3760562765433332,0.6431797651309847,0.5296167247386763,0.0,0.2515870364183094,35.68202348690153,3.0,70.0,35.68202348690153
39,Large Language Model-based Data Science Agent: A Survey,0.1458333333333333,0.2916666666666667,0.25,0.3333333333333333,0.0833333333333333,0.0833333333333333,0.0,1.0,0.2708333333333333,0.4583333333333333,48.0,1,0.0,0.0,0.0,0.0,0.0,0.5147058823529411,0.4642857142857143,1.0,0.7564181508147025,0.0,0.0,100.0,0.0
40,Survey on Coresets for Deep Learning: Methods and Applications,0.25,0.3611111111111111,0.5,1.0555555555555556,0.1666666666666666,0.25,1.0,1.0,0.9166666666666666,4.638888888888889,36.0,0,1.0,0.0,0.0,0.0,0.0,0.02941176470588236,0.0,0.0,0.0,97.05882352941177,1.0,90.0,90.0
41,Efficient Diffusion Models: A Survey,0.0714285714285714,0.0714285714285714,0.4464285714285714,1.0892857142857142,0.0714285714285714,0.0714285714285714,1.0,1.0,0.6428571428571429,1.7857142857142858,56.0,1,1.0,1.0,0.0,0.0,0.6345472476896666,0.1334033613445379,0.5408163265306123,0.0,0.10336239103362388,36.54527523103334,2.0,80.0,36.54527523103334
42,Efficient Reasoning Models: A Survey,0.1666666666666666,0.2142857142857142,0.3571428571428571,0.5,0.119047619047619,0.119047619047619,1.0,1.0,0.6428571428571429,2.4285714285714284,42.0,1,1.0,0.0,0.0,1.0,0.0,0.3067226890756303,0.23469387755102045,0.0,0.10336239103362388,69.32773109243698,2.0,80.0,69.32773109243698
43,Efficient Large Language Models: A Survey,0.0259740259740259,0.0259740259740259,0.4155844155844156,1.4285714285714286,0.0389610389610389,0.0519480519480519,1.0,1.0,0.7792207792207793,2.2857142857142856,77.0,1,2.0,0.0,0.0,0.0,0.86710809006897,0.19327731092436973,0.749536178107607,0.0,0.0,13.289190993102995,2.0,80.0,13.289190993102995
44,A Survey of Lottery Ticket Hypothesis,0.1379310344827586,0.2068965517241379,0.5517241379310345,1.2758620689655171,0.1034482758620689,0.1034482758620689,0.0,1.0,0.6551724137931034,1.862068965517241,29.0,0,1.0,2.0,0.0,1.0,0.0,0.0,0.33497536945812834,1.0,0.08618542534461293,0.0,4.0,60.0,0.0
45,Uncertainty in Graph Neural Networks: A Survey,0.05,0.05,0.7,2.0,0.25,0.3,1.0,1.0,0.8,3.8,20.0,1,0.0,1.0,0.0,1.0,0.7441830733827666,0.0,0.0,0.0,0.0,25.581692661723345,2.0,80.0,25.581692661723345
47,A Survey on Data Selection for Language Models,0.0638297872340425,0.0744680851063829,0.4148936170212766,0.7872340425531915,0.0638297872340425,0.0638297872340425,1.0,1.0,0.5957446808510638,2.234042553191489,94.0,1,1.0,0.0,0.0,0.0,0.618996066740291,0.19461827284105127,0.5896656534954409,0.0,0.16907342147796833,38.100393325970906,1.0,90.0,38.100393325970906
48,Data Distillation: A Survey,0.1428571428571428,0.238095238095238,0.6190476190476191,1.1428571428571428,0.0952380952380952,0.0952380952380952,1.0,1.0,0.7142857142857143,3.9047619047619047,21.0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.3877551020408163,0.0,0.0037359900373599153,61.224489795918366,1.0,90.0,61.224489795918366
49,Privacy Risks and Preservation Methods in Explainable Artificial Intelligence: A Scoping Review,0.0652173913043478,0.108695652173913,0.4347826086956521,1.0,0.0869565217391304,0.0869565217391304,1.0,1.0,0.782608695652174,3.652173913043478,46.0,1,0.0,0.0,0.0,0.0,0.5070778564206273,0.15601023017902826,0.44099378881987583,0.0,0.0,49.29221435793727,0.0,100.0,49.29221435793727
50,A Survey on Self-Supervised Representation Learning,0.0196078431372549,0.0196078431372549,0.4117647058823529,0.7058823529411765,0.1372549019607843,0.1372549019607843,1.0,1.0,0.7254901960784313,1.1764705882352942,51.0,0,0.0,0.0,0.0,1.0,0.8996796366206927,0.20069204152249132,0.11764705882352922,0.0,0.374763167866616,10.032036337930727,1.0,90.0,10.032036337930727
52,On The Landscape of Spoken Language Models: A Comprehensive Survey,0.0684931506849315,0.0821917808219178,0.4246575342465753,0.6986301369863014,0.0273972602739726,0.0273972602739726,1.0,1.0,0.726027397260274,1.9863013698630136,73.0,1,0.0,1.0,0.0,0.0,0.5794790247387944,0.17566478646253025,0.8238747553816046,0.0,0.0,17.61252446183954,1.0,90.0,17.61252446183954
53,A Survey of Optimization Methods for Training DL Models: Theoretical Perspective on Convergence and Generalization,0.0491803278688524,0.0491803278688524,0.3114754098360656,0.639344262295082,0.1311475409836065,0.1475409836065573,1.0,1.0,0.6229508196721312,1.0819672131147542,61.0,0,4.0,13.0,0.0,1.0,0.7483767934912461,0.3953712632594021,0.15690866510538648,0.0,0.4249871101199534,25.16232065087539,18.0,0.0,0.0
54,Large Language Models for Scientific Idea Generation: A Creativity-Centered Survey,0.2151898734177215,0.2911392405063291,0.430379746835443,0.6835443037974683,0.2531645569620253,0.3037974683544304,1.0,1.0,0.7215189873417721,1.7341772151898731,79.0,1,1.0,0.0,1.0,7.0,0.0,0.16455696202531656,0.0,0.0,0.07836925187427157,83.54430379746834,9.0,10.0,10.0
58,A Survey on Over-smoothing and Over-squashing: Unified Propagation Perspectives on Graph Neural Networks and Transformers,0.1428571428571428,0.1428571428571428,0.3571428571428571,0.7142857142857143,0.1428571428571428,0.2142857142857142,1.0,1.0,0.7142857142857143,5.642857142857143,14.0,1,2.0,8.0,0.0,6.0,0.2690944953793333,0.3067226890756303,0.08163265306122458,0.0,0.0037359900373599153,69.32773109243698,16.0,0.0,0.0
59,Know Your Self-supervised Learning: A Survey on Image-based Generative and Discriminative Training,0.1428571428571428,0.1904761904761904,0.4761904761904761,0.9523809523809524,0.1428571428571428,0.1428571428571428,1.0,1.0,0.7142857142857143,5.190476190476191,21.0,1,0.0,0.0,0.0,0.0,0.025459327172444368,0.07563025210084051,0.08163265306122458,0.0,0.0037359900373599153,91.83673469387755,0.0,100.0,91.83673469387755
